line_1,suburb,postal_code,state,country,location
47 SUGARBAG ROAD,LITTLE MOUNTAIN,4551,QLD,AUSTRALIA,"{'longitude': 153.10047983, 'latitude': -26.78428426}"
18 COSSINGTON CIRCUIT,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.29991237, 'latitude': -27.93235052}"
"UNIT 9, 87 BUNDILLA BOULEVARD",MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10688568, 'latitude': -26.69772411}"
26 RIVIERA ROAD,MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.44126337, 'latitude': -28.06733973}"
3 KUSKOPF PLACE,WOOMBYE,4559,QLD,AUSTRALIA,"{'longitude': 152.96752538, 'latitude': -26.66478085}"
14 BULLANDO STREET,WARANA,4575,QLD,AUSTRALIA,"{'longitude': 153.1306281, 'latitude': -26.72931618}"
4 YANDALA PLACE,TALLEBUDGERA,4228,QLD,AUSTRALIA,"{'longitude': 153.40594714, 'latitude': -28.14992816}"
29 ELLIOT DRIVE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06635291, 'latitude': -26.69886478}"
29 MAUD STREET,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.09376809, 'latitude': -26.65831484}"
1 PARKGLEN PLACE,MALENY,4552,QLD,AUSTRALIA,"{'longitude': 152.84813573, 'latitude': -26.75578348}"
"SHOP 3, 31 RAILWAY STREET",MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.3643392, 'latitude': -28.07590425}"
"UNIT 35, 601 PINE RIDGE ROAD",BIGGERA WATERS,4216,QLD,AUSTRALIA,"{'longitude': 153.38082007, 'latitude': -27.92443742}"
85 BLOOM AVENUE,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.32345465, 'latitude': -27.8450498}"
"UNIT 402, 9 TRICKETT STREET",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.43041409, 'latitude': -28.00345501}"
14 LINDWALL PLACE,CURRUMBIN VALLEY,4223,QLD,AUSTRALIA,"{'longitude': 153.44422994, 'latitude': -28.16310953}"
4 BLOODWOOD CRESCENT,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.37166323, 'latitude': -27.97794971}"
35 ESCOLAR DRIVE,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.09428592, 'latitude': -26.70576844}"
"UNIT 2, 9 HOLLYWOOD PLACE",OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.31916908, 'latitude': -27.92076601}"
"UNIT 1, 3 RAILWAY STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41242398, 'latitude': -27.96214067}"
2231 SPRINGBROOK ROAD,SPRINGBROOK,4213,QLD,AUSTRALIA,"{'longitude': 153.25894548, 'latitude': -28.18376585}"
"UNIT 39, 1 BRONBERG COURT",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40044922, 'latitude': -27.99592545}"
"UNIT 34, 5 BORDER DRIVE NORTH",CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.4787861, 'latitude': -28.15401274}"
32 GURRAH AVENUE,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.39366852, 'latitude': -27.97841283}"
32 GEORGE STREET EAST,BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.45404829, 'latitude': -28.094385}"
"UNIT 213, 1 TOOMBUL AVENUE",MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.44424951, 'latitude': -28.07451164}"
"UNIT 7, 19 HEATH STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41738392, 'latitude': -27.97588021}"
5 COUNTY CLOSE,PARKWOOD,4214,QLD,AUSTRALIA,"{'longitude': 153.35213442, 'latitude': -27.95008389}"
100 CUNNING ROAD,TANAWHA,4556,QLD,AUSTRALIA,"{'longitude': 153.03495383, 'latitude': -26.72713562}"
177 BURLEIGH STREET,BURLEIGH WATERS,4220,QLD,AUSTRALIA,"{'longitude': 153.4405316, 'latitude': -28.07845023}"
3 ELEVATE PLACE,BURNSIDE,4560,QLD,AUSTRALIA,"{'longitude': 152.94323093, 'latitude': -26.63706808}"
26 DOBELL AVENUE,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.38899879, 'latitude': -27.87927724}"
10 WAIMEA DRIVE,VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.4052826, 'latitude': -28.08881213}"
51 PANACHE STREET,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.37119295, 'latitude': -27.97438214}"
27 SAMUEL WALKER STREET,BARINGA,4551,QLD,AUSTRALIA,"{'longitude': 153.07460095, 'latitude': -26.81108912}"
"UNIT 18B, 973 GOLD COAST HIGHWAY",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.47612763, 'latitude': -28.12517309}"
44 GREENVIEW CIRCUIT,ARUNDEL,4214,QLD,AUSTRALIA,"{'longitude': 153.34408631, 'latitude': -27.9399029}"
14 MERTON DRIVE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.3066175, 'latitude': -27.86459671}"
23 WAGTAIL CLOSE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.08996551, 'latitude': -26.68112086}"
25 AGNEW ROAD,MOUNT MELLUM,4550,QLD,AUSTRALIA,"{'longitude': 152.92754293, 'latitude': -26.81850192}"
"UNIT 2303, 5 HARBOUR SIDE COURT",BIGGERA WATERS,4216,QLD,AUSTRALIA,"{'longitude': 153.39473704, 'latitude': -27.93195067}"
2 KINGSLEY STREET,LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40228917, 'latitude': -27.94669162}"
78 SUNSET BOULEVARD,SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.4210466, 'latitude': -28.00240391}"
295 DAVID LOW WAY,BLI BLI,4560,QLD,AUSTRALIA,"{'longitude': 153.04262672, 'latitude': -26.62532348}"
36 COOLIBAH STREET,MUDJIMBA,4564,QLD,AUSTRALIA,"{'longitude': 153.09530797, 'latitude': -26.61239085}"
"UNIT 11, 1 PINES LANE",ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.46406151, 'latitude': -28.12635627}"
"UNIT 3, 53 JOHNSTON STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40497084, 'latitude': -27.96516315}"
"UNIT 12, 111 OLD BURLEIGH ROAD",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.4326986, 'latitude': -28.0239106}"
"UNIT 74, 96 BEERBURRUM STREET",BATTERY HILL,4551,QLD,AUSTRALIA,"{'longitude': 153.12534057, 'latitude': -26.78331991}"
26 ARTHUR STREET,MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43808896, 'latitude': -28.05149864}"
12 RIDGECROP STREET,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29620365, 'latitude': -27.86112787}"
"UNIT 46, 15-21 BREAKER STREET",MAIN BEACH,4217,QLD,AUSTRALIA,"{'longitude': 153.42668162, 'latitude': -27.98118667}"
"UNIT 22, 387 GOLDEN FOUR DRIVE",TUGUN,4224,QLD,AUSTRALIA,"{'longitude': 153.49871799, 'latitude': -28.1468293}"
1 KAWANA STREET,ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.10307521, 'latitude': -26.67379264}"
39 NINETEENTH AVENUE,PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46271822, 'latitude': -28.11075141}"
34 CAMBERWELL CIRCUIT,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39750871, 'latitude': -28.0584482}"
18 REDSTART STREET,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29281658, 'latitude': -27.87305051}"
16 CENTENNIAL PLACE,LITTLE MOUNTAIN,4551,QLD,AUSTRALIA,"{'longitude': 153.0901387, 'latitude': -26.77735088}"
"UNIT 2, 9 WAGTAIL COURT",BURLEIGH WATERS,4220,QLD,AUSTRALIA,"{'longitude': 153.43477733, 'latitude': -28.08557592}"
"UNIT 20, 10-12 LENNEBERG STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41381676, 'latitude': -27.9756336}"
50 QUEEN STREET,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41510393, 'latitude': -27.97355609}"
"UNIT 1404, 2 AQUA STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41782293, 'latitude': -27.97669736}"
"UNIT 3, 462 COOLANGATTA ROAD",TUGUN,4224,QLD,AUSTRALIA,"{'longitude': 153.49661089, 'latitude': -28.14720471}"
"UNIT 4G, 50 OLD BURLEIGH ROAD",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.432527, 'latitude': -28.01665908}"
103 GIBRALTAR DRIVE,SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.41658702, 'latitude': -28.00488239}"
8 PARK LANE,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41615375, 'latitude': -27.97252928}"
"UNIT 706, 1 HIGH STREET",SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.05624941, 'latitude': -26.71552021}"
21 PHAETON STREET,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29696841, 'latitude': -27.85371446}"
7 LALOR ROAD,YANDINA,4561,QLD,AUSTRALIA,"{'longitude': 152.95915984, 'latitude': -26.55130581}"
"UNIT 1, 15 BURRA STREET",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.42049456, 'latitude': -27.99746399}"
"UNIT 96, 128 BENOWA ROAD",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.39930727, 'latitude': -27.99292938}"
25 GOOLABAH DRIVE,TALLEBUDGERA,4228,QLD,AUSTRALIA,"{'longitude': 153.41119877, 'latitude': -28.14723021}"
44 BALONNE COURT,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.27826054, 'latitude': -27.87398417}"
"UNIT 2106, 9 FERNY AVENUE",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.42736559, 'latitude': -28.00074746}"
"UNIT 38, 2 PANDANUS PLACE",UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29881505, 'latitude': -27.86796873}"
"UNIT 108, 133 SCARBOROUGH STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.4124675, 'latitude': -27.96445585}"
3 KEEL COURT,WURTULLA,4575,QLD,AUSTRALIA,"{'longitude': 153.12535873, 'latitude': -26.75124592}"
9 DOWLING DRIVE,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.39965152, 'latitude': -27.96329883}"
433 BLACKALL RANGE ROAD,WEST WOOMBYE,4559,QLD,AUSTRALIA,"{'longitude': 152.92349956, 'latitude': -26.66961297}"
"UNIT 14, 1 LAKEHEAD DRIVE",SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.05050543, 'latitude': -26.72033761}"
64 BRIDIE DRIVE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.28731424, 'latitude': -27.84660942}"
520 NICKLIN WAY,WURTULLA,4575,QLD,AUSTRALIA,"{'longitude': 153.12799966, 'latitude': -26.75198264}"
"UNIT 2, 11 SWINBURNE STREET",VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.4222509, 'latitude': -28.08170066}"
"UNIT 2, 15 BINSTEAD DRIVE",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.39509053, 'latitude': -27.97379093}"
"UNIT 3, 88 POHLMAN STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40201966, 'latitude': -27.97258153}"
"UNIT 27, 7 GRAND PARADE",PARREARRA,4575,QLD,AUSTRALIA,"{'longitude': 153.12262187, 'latitude': -26.71005421}"
"UNIT 602, 75 ESPLANADE",GOLDEN BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.12098424, 'latitude': -26.82152188}"
"UNIT 2, 44 BEAUMONT DRIVE",PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.32169492, 'latitude': -27.8263839}"
20 POINT CARTWRIGHT DRIVE,BUDDINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13324836, 'latitude': -26.68919786}"
19 ROBINSON PLACE,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.46967275, 'latitude': -28.16119053}"
4 KERSHAN STREET,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.3536211, 'latitude': -28.08467383}"
1 ROWELL STREET,BATTERY HILL,4551,QLD,AUSTRALIA,"{'longitude': 153.13241481, 'latitude': -26.77873557}"
26 LEARNING STREET,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.33719259, 'latitude': -27.84766839}"
12 LITTLE LORIKEET COURT,GILSTON,4211,QLD,AUSTRALIA,"{'longitude': 153.31983164, 'latitude': -28.02337973}"
6 BURRUMA COURT,COES CREEK,4560,QLD,AUSTRALIA,"{'longitude': 152.9505757, 'latitude': -26.6483584}"
15 TRUNDLE STREET,DICKY BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13080787, 'latitude': -26.78366665}"
"UNIT 19, 7 BOX STREET",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06069726, 'latitude': -26.68428219}"
14 MIDDLE STREET,LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40425759, 'latitude': -27.9400686}"
"UNIT 9, 54 GEMVALE ROAD",REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.39623838, 'latitude': -28.09905377}"
"UNIT 5, 34 MALOJA AVENUE",CALOUNDRA,4551,QLD,AUSTRALIA,"{'longitude': 153.12666258, 'latitude': -26.80550651}"
28 GUARA GROVE,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.27823732, 'latitude': -27.80544237}"
15 JOTOWN DRIVE,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.33211303, 'latitude': -27.85248826}"
21 SAFFRON DRIVE,CURRIMUNDI,4551,QLD,AUSTRALIA,"{'longitude': 153.11653536, 'latitude': -26.77012665}"
"UNIT 20, 15 BRIDGMAN DRIVE",REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.39862434, 'latitude': -28.10401422}"
41 CUMBERLAND WAY,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.08749434, 'latitude': -26.67282114}"
73 AVANTI STREET,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.43179088, 'latitude': -28.04223141}"
1 LAPWING STREET,FOREST GLEN,4556,QLD,AUSTRALIA,"{'longitude': 153.01769308, 'latitude': -26.67485766}"
51 CRESCENT AVENUE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37468408, 'latitude': -27.87551973}"
40 CHRISTINE AVENUE,MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.44165745, 'latitude': -28.07783255}"
96 TEPEQUAR DRIVE,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.07231619, 'latitude': -26.6488389}"
25 ARCADIA DRIVE,BEERWAH,4519,QLD,AUSTRALIA,"{'longitude': 152.95027003, 'latitude': -26.85177111}"
"UNIT 5, 110 PACIFIC PARADE",BILINGA,4225,QLD,AUSTRALIA,"{'longitude': 153.51634271, 'latitude': -28.16303548}"
"UNIT 5, 5 GOONAWARRA DRIVE",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.11617341, 'latitude': -26.68227414}"
31-35 MAIN STREET,MONTVILLE,4560,QLD,AUSTRALIA,"{'longitude': 152.88530313, 'latitude': -26.68170639}"
"UNIT 11, 43 MURTHA DRIVE",ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.46074162, 'latitude': -28.1331654}"
14 JOHNATHON CLOSE,JACOBS WELL,4208,QLD,AUSTRALIA,"{'longitude': 153.36269183, 'latitude': -27.78206632}"
15 PIPI PLACE,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10280678, 'latitude': -26.69397454}"
1 GREENHAVEN DRIVE,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.04821031, 'latitude': -26.75859474}"
10 DOLPHIN DRIVE,NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.94425457, 'latitude': -26.62602981}"
5 LAVENDER CLOSE,GLENVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.01237626, 'latitude': -26.76393324}"
15A LOTUS AVENUE,HOLLYWELL,4216,QLD,AUSTRALIA,"{'longitude': 153.39932037, 'latitude': -27.89657386}"
"UNIT 2, 7 SYKES AVENUE",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.14213806, 'latitude': -26.79976729}"
"UNIT 2012, 2-14 THE ESPLANADE",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.45067728, 'latitude': -28.08790574}"
3 ARMIDALE CRESCENT,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.33606231, 'latitude': -27.91390703}"
5 VIOLET STREET,CALOUNDRA WEST,4551,QLD,AUSTRALIA,"{'longitude': 153.09525436, 'latitude': -26.8062955}"
"UNIT 4, 18 ARWEN STREET",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.0687738, 'latitude': -26.65370667}"
20 NAMATJIRA COURT,BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.39250765, 'latitude': -28.029372}"
"UNIT 11, 9 OCEAN STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.52543348, 'latitude': -28.17106873}"
"UNIT 6, 53 STAPYLTON STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.53610524, 'latitude': -28.17308948}"
"UNIT 1, 26 TOWNSHIP DRIVE",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.43729976, 'latitude': -28.11263896}"
13 SHARON CRESCENT,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10041831, 'latitude': -26.69214169}"
180 NORTH HILL DRIVE,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.36636658, 'latitude': -28.07034944}"
46 WALLABY DRIVE,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.34664059, 'latitude': -28.1021965}"
"UNIT 1, 33 MOOLOOLAH DRIVE",MINYAMA,4575,QLD,AUSTRALIA,"{'longitude': 153.12317824, 'latitude': -26.69340125}"
135 UNIVERSAL STREET,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.31204292, 'latitude': -27.92340706}"
3 SANCTUARY GROVE DRIVE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.05758565, 'latitude': -26.70560669}"
"UNIT 3, 69 MCLEAN STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.5344984, 'latitude': -28.17073931}"
7 FIREFLY STREET,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.10385491, 'latitude': -26.83054465}"
8 CHESTERFIELD PLACE,RUNAWAY BAY,4216,QLD,AUSTRALIA,"{'longitude': 153.40011163, 'latitude': -27.91985931}"
14 SWORDFISH COURT,PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46279966, 'latitude': -28.11384341}"
"UNIT 24, 1 ORMONDE TERRACE",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.14144881, 'latitude': -26.80256439}"
6 SILVEREYE CIRCUIT,GILSTON,4211,QLD,AUSTRALIA,"{'longitude': 153.31659088, 'latitude': -28.01981265}"
"UNIT 313, 17 BATH STREET",LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40627643, 'latitude': -27.93979226}"
9 MARLEE COURT,BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.4209723, 'latitude': -28.12146789}"
3 CYPRESS COURT,MINYAMA,4575,QLD,AUSTRALIA,"{'longitude': 153.12373413, 'latitude': -26.68970628}"
34 TIMBERTOP STREET,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06260445, 'latitude': -26.66665922}"
30 KATUNGA CIRCUIT,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.24582866, 'latitude': -27.76687081}"
23 BELLS ESPLANADE,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.1007376, 'latitude': -26.84455308}"
47 GREAT KEPPEL WAY,BANYA,4551,QLD,AUSTRALIA,"{'longitude': 153.05140247, 'latitude': -26.82700087}"
63 WOODGEE STREET,CURRUMBIN,4223,QLD,AUSTRALIA,"{'longitude': 153.48756706, 'latitude': -28.13208508}"
7 TRADEWINDS AVENUE,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.3874082, 'latitude': -27.88721723}"
"UNIT 2, 93 YANDINA - COOLUM ROAD",COOLUM BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.08319096, 'latitude': -26.53469152}"
16 MERRIMAN COURT,PALMWOODS,4555,QLD,AUSTRALIA,"{'longitude': 152.95856226, 'latitude': -26.69197406}"
12 THRUSH AVENUE,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.38914482, 'latitude': -27.88600909}"
"UNIT 6, 4 HAIG STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.52684556, 'latitude': -28.16806696}"
44 WILLIS ROAD,BLI BLI,4560,QLD,AUSTRALIA,"{'longitude': 153.03113895, 'latitude': -26.61046143}"
22 MCGREGOR COURT,MOOLOOLAH VALLEY,4553,QLD,AUSTRALIA,"{'longitude': 152.95867703, 'latitude': -26.77479476}"
141 WITT AVENUE,CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.38501456, 'latitude': -28.01728836}"
"UNIT 1, 28 DENHAM CIRCUIT",WILLOW VALE,4209,QLD,AUSTRALIA,"{'longitude': 153.28047661, 'latitude': -27.82628188}"
25 UNDARA AVENUE,BUDDINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13286571, 'latitude': -26.69514884}"
42 MACDONALD STREET,DICKY BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13430481, 'latitude': -26.78705519}"
3 DAVIES STREET,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.30712939, 'latitude': -27.9290174}"
37 GALAPAGOS WAY,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.33201978, 'latitude': -27.94210647}"
15 MALTMAN STREET NORTH,MOFFAT BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13751591, 'latitude': -26.79554625}"
"UNIT 2, 16 TRAILL CRESCENT",CURRIMUNDI,4551,QLD,AUSTRALIA,"{'longitude': 153.11216935, 'latitude': -26.77203332}"
"UNIT 13, 22 MARINE PARADE",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.53277939, 'latitude': -28.167821}"
11 GARTSIDE AVENUE,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.27541943, 'latitude': -27.91001436}"
53 EASTHILL DRIVE,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.3774735, 'latitude': -28.07706377}"
"UNIT 55, 21 BAYVIEW STREET",RUNAWAY BAY,4216,QLD,AUSTRALIA,"{'longitude': 153.40431012, 'latitude': -27.92380182}"
"UNIT 2, 2 MARY STREET",ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.10786924, 'latitude': -26.67102443}"
26 ALBERT STREET,SHELLY BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.14535308, 'latitude': -26.79668235}"
10 CANOPY DRIVE,BONOGIN,4213,QLD,AUSTRALIA,"{'longitude': 153.37118619, 'latitude': -28.10748905}"
13 TERANNA STREET,BATTERY HILL,4551,QLD,AUSTRALIA,"{'longitude': 153.12862798, 'latitude': -26.78335806}"
"UNIT 238, 2 BELLA AVENUE",ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.38136232, 'latitude': -28.06801038}"
6 IAN STREET,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.31435215, 'latitude': -27.82673175}"
"UNIT 53, 152 PALM MEADOWS DRIVE",CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.37170162, 'latitude': -28.02462974}"
15 ELICE STREET,NIRIMBA,4551,QLD,AUSTRALIA,"{'longitude': 153.05561444, 'latitude': -26.81961756}"
15 SARATOGA DRIVE,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.09936985, 'latitude': -26.69506526}"
119 LAMBOR DRIVE,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.37659446, 'latitude': -28.08797215}"
"UNIT 1, 5 WALKER AVENUE",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46477879, 'latitude': -28.11062439}"
5 FLAME TREES CRESCENT,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.29667423, 'latitude': -27.92923284}"
"UNIT 17, 126 MARINA QUAYS BOULEVARD",HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.36918411, 'latitude': -27.87663257}"
27 TAILSLIDE CRESCENT,BOKARINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13046224, 'latitude': -26.74333683}"
"UNIT 2, 41 MAHOGANY DRIVE",PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.0921933, 'latitude': -26.83902228}"
9 BULITI STREET,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.35280838, 'latitude': -27.85526934}"
"UNIT 4012, 21 ROSS STREET",BENOWA,4217,QLD,AUSTRALIA,"{'longitude': 153.37633184, 'latitude': -28.00099177}"
14 VALLEY CRESCENT,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.07104262, 'latitude': -26.74300058}"
11 TRISTANIA STREET,AROONA,4551,QLD,AUSTRALIA,"{'longitude': 153.11721683, 'latitude': -26.78003899}"
"UNIT 3, 19 REILLY ROAD",NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.96251726, 'latitude': -26.63085581}"
51 RIDGEWAY AVENUE,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40348152, 'latitude': -27.98459487}"
84 HOOKER BOULEVARD,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41798836, 'latitude': -28.03673795}"
10 PINEAPPLE PLACE,GLASS HOUSE MOUNTAINS,4518,QLD,AUSTRALIA,"{'longitude': 152.94223569, 'latitude': -26.90510516}"
"UNIT 39, 31 LEVIATHAN DRIVE",MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.38397634, 'latitude': -28.08786185}"
"UNIT 2, 2280 GOLD COAST HIGHWAY",MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43708012, 'latitude': -28.05505381}"
"UNIT 6, 15 HUTH STREET",LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40687062, 'latitude': -27.95536615}"
"UNIT 4, 8 SMITH STREET",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.11853008, 'latitude': -26.68020436}"
12 ROYAL COURT,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.35809676, 'latitude': -27.98965222}"
62 PALLADIUM BOULEVARD,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.35867487, 'latitude': -27.86950631}"
