line_1,suburb,postal_code,state,country,location
16 WARNER STREET,BULWER,4025,QLD,AUSTRALIA,"{'longitude': 153.36997399, 'latitude': -27.07832088}"
55 EAGLE DRIVE,PAKENHAM,3810,VIC,AUSTRALIA,"{'longitude': 145.47779782, 'latitude': -38.06633087}"
12 NORTON STREET,NORTHFIELD,5085,SA,AUSTRALIA,"{'longitude': 138.62378437, 'latitude': -34.84380718}"
17 CAMP STREET,MURRUMBATEMAN,2582,NSW,AUSTRALIA,"{'longitude': 149.02657339, 'latitude': -34.96801987}"
83 SEVEN MILE BEACH ROAD,SEVEN MILE BEACH,7170,TAS,AUSTRALIA,"{'longitude': 147.49537409, 'latitude': -42.86095125}"
7 RIVERDENE COURT,WAMURAN,4512,QLD,AUSTRALIA,"{'longitude': 152.88219487, 'latitude': -27.05155541}"
16 MALIBU AVENUE,COOLUM BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.08749678, 'latitude': -26.53181892}"
11 TWEEDIE COURT,BOX HILL NORTH,3129,VIC,AUSTRALIA,"{'longitude': 145.13022291, 'latitude': -37.80087085}"
6 KIARA CLOSE,MARYLAND,2287,NSW,AUSTRALIA,"{'longitude': 151.65446392, 'latitude': -32.8758563}"
4 JARDINE CRESCENT,BOYNE ISLAND,4680,QLD,AUSTRALIA,"{'longitude': 151.31829203, 'latitude': -23.96745578}"
"UNIT 1, 17A DUKE STREET",WEST LAUNCESTON,7250,TAS,AUSTRALIA,"{'longitude': 147.13468126, 'latitude': -41.45338046}"
"UNIT 58, 32 MACROSSAN STREET",BRISBANE CITY,4000,QLD,AUSTRALIA,"{'longitude': 153.03320761, 'latitude': -27.46285657}"
12 HIMALAYA DRIVE,NORTH HAVEN,5018,SA,AUSTRALIA,"{'longitude': 138.4927744, 'latitude': -34.78076616}"
26 APOLLO DRIVE,HALLETT COVE,5158,SA,AUSTRALIA,"{'longitude': 138.51320363, 'latitude': -35.08114177}"
"UNIT 34, 670 GRAND BOULEVARD",SEAFORD,5169,SA,AUSTRALIA,"{'longitude': 138.48364576, 'latitude': -35.18325743}"
65 CROSS STREET,NEW TOWN,7008,TAS,AUSTRALIA,"{'longitude': 147.30905643, 'latitude': -42.85608286}"
85 WATER GUM CRESCENT,NINGI,4511,QLD,AUSTRALIA,"{'longitude': 153.11261697, 'latitude': -27.07245595}"
27 BRUNSWICK DRIVE,EPPING,3076,VIC,AUSTRALIA,"{'longitude': 145.00711511, 'latitude': -37.62663218}"
516 REGENCY ROAD,ENFIELD,5085,SA,AUSTRALIA,"{'longitude': 138.60563077, 'latitude': -34.8731754}"
4 HUNTER STREET,QUEENSTOWN,7467,TAS,AUSTRALIA,"{'longitude': 145.55760731, 'latitude': -42.0793961}"
620 NEPEAN HIGHWAY,FRANKSTON SOUTH,3199,VIC,AUSTRALIA,"{'longitude': 145.10462687, 'latitude': -38.15820185}"
3988 RANGE ROAD,WAITPINGA,5211,SA,AUSTRALIA,"{'longitude': 138.56347305, 'latitude': -35.57719555}"
7 MILNE COURT,POINT LONSDALE,3225,VIC,AUSTRALIA,"{'longitude': 144.60400239, 'latitude': -38.28578382}"
7 WILFRID COURT,SALISBURY,5108,SA,AUSTRALIA,"{'longitude': 138.6457786, 'latitude': -34.76833353}"
2C HEREWARD CLOSE,COWES,3922,VIC,AUSTRALIA,"{'longitude': 145.25301102, 'latitude': -38.45094853}"
9 MARLBOROUGH STREET,LONGFORD,7301,TAS,AUSTRALIA,"{'longitude': 147.12207176, 'latitude': -41.59576773}"
31 SUNSTONE WAY,LEPPINGTON,2179,NSW,AUSTRALIA,"{'longitude': 150.79702222, 'latitude': -33.99225881}"
31 BURRANEER BAY ROAD,CRONULLA,2230,NSW,AUSTRALIA,"{'longitude': 151.14604811, 'latitude': -34.05335006}"
11 RICHARDSON STREET,RIDDELLS CREEK,3431,VIC,AUSTRALIA,"{'longitude': 144.68515214, 'latitude': -37.45812264}"
92 MYLA ROAD,LANDSBOROUGH,4550,QLD,AUSTRALIA,"{'longitude': 152.95759706, 'latitude': -26.79177229}"
68 BAROSSA STREET,KINGSTON,4114,QLD,AUSTRALIA,"{'longitude': 153.09256735, 'latitude': -27.6595091}"
78 KISSING POINT ROAD,DUNDAS,2117,NSW,AUSTRALIA,"{'longitude': 151.03431923, 'latitude': -33.80257275}"
59 YORKY WATERS ROAD,KULNURA,2250,NSW,AUSTRALIA,"{'longitude': 151.21369904, 'latitude': -33.17148187}"
248 TYALGUM CREEK ROAD,TYALGUM CREEK,2484,NSW,AUSTRALIA,"{'longitude': 153.18499559, 'latitude': -28.35106008}"
161 MOUNTAINVIEW BOULEVARD,CRANBOURNE NORTH,3977,VIC,AUSTRALIA,"{'longitude': 145.32409295, 'latitude': -38.07667281}"
58 LOTUS STREET,MARSDEN PARK,2765,NSW,AUSTRALIA,"{'longitude': 150.81244158, 'latitude': -33.69985921}"
10 GALVIN STREET,SOUTH LAUNCESTON,7249,TAS,AUSTRALIA,"{'longitude': 147.14931455, 'latitude': -41.44666283}"
97 MAUGHAN STREET,WELLINGTON,2820,NSW,AUSTRALIA,"{'longitude': 148.95377873, 'latitude': -32.55744198}"
"UNIT 209, 635 GARDENERS ROAD",MASCOT,2020,NSW,AUSTRALIA,"{'longitude': 151.18913701, 'latitude': -33.92133956}"
9A QUEENS PARADE,FAWKNER,3060,VIC,AUSTRALIA,"{'longitude': 144.97156824, 'latitude': -37.71979546}"
63 WILSON ROAD,WANGARATTA,3677,VIC,AUSTRALIA,"{'longitude': 146.33520862, 'latitude': -36.36093681}"
94 SHEARWATER BOULEVARD,SHEARWATER,7307,TAS,AUSTRALIA,"{'longitude': 146.53707191, 'latitude': -41.15468255}"
16 CRICKLEWOOD DRIVE,TEMPLESTOWE,3106,VIC,AUSTRALIA,"{'longitude': 145.14341591, 'latitude': -37.77477385}"
13 ELIZABETH STREET,YARRAVILLE,3013,VIC,AUSTRALIA,"{'longitude': 144.88414395, 'latitude': -37.81703683}"
3 RIVERDALE CRESCENT,WYNYARD,7325,TAS,AUSTRALIA,"{'longitude': 145.70956419, 'latitude': -40.98253897}"
64 CHRISTINE AVENUE,BURLEIGH WATERS,4220,QLD,AUSTRALIA,"{'longitude': 153.43939313, 'latitude': -28.07853906}"
38 PROSECCO STREET,TARNEIT,3029,VIC,AUSTRALIA,"{'longitude': 144.63330762, 'latitude': -37.84528735}"
68 PHALERUM AVENUE,SEVEN HILLS,4170,QLD,AUSTRALIA,"{'longitude': 153.0786597, 'latitude': -27.48073504}"
49 MCKERROW CRESCENT,GOODNA,4300,QLD,AUSTRALIA,"{'longitude': 152.88542003, 'latitude': -27.62499609}"
415 EUREKA STREET,EUREKA,3350,VIC,AUSTRALIA,"{'longitude': 143.88078405, 'latitude': -37.56586604}"
2 FROST STREET,SNUG,7054,TAS,AUSTRALIA,"{'longitude': 147.25963742, 'latitude': -43.06471975}"
53 LANARK DRIVE,JUNORTOUN,3551,VIC,AUSTRALIA,"{'longitude': 144.33966395, 'latitude': -36.77994084}"
"UNIT 305, 28 CAMBRIDGE STREET",EPPING,2121,NSW,AUSTRALIA,"{'longitude': 151.0821331, 'latitude': -33.76967507}"
26 PIER ROAD,INVERLOCH,3996,VIC,AUSTRALIA,"{'longitude': 145.73424679, 'latitude': -38.6307065}"
"UNIT 1, 25 REGENT AVENUE",SPRINGVALE,3171,VIC,AUSTRALIA,"{'longitude': 145.14449589, 'latitude': -37.94737885}"
"UNIT 12, 10 BRADY STREET",GEEVESTON,7116,TAS,AUSTRALIA,"{'longitude': 146.92607558, 'latitude': -43.16363105}"
30 COTTONS DRIVE,LITTLE SWANPORT,7190,TAS,AUSTRALIA,"{'longitude': 147.9898146, 'latitude': -42.30449234}"
77 DEVLINS ROAD,OCEAN GROVE,3226,VIC,AUSTRALIA,"{'longitude': 144.54899171, 'latitude': -38.23834999}"
65A LOGAN ROAD,EVANDALE,7212,TAS,AUSTRALIA,"{'longitude': 147.2615066, 'latitude': -41.57149788}"
32 SECOND STREET,WESTON,2326,NSW,AUSTRALIA,"{'longitude': 151.45848515, 'latitude': -32.81315482}"
11 TREEBY STREET,TINGALPA,4173,QLD,AUSTRALIA,"{'longitude': 153.12531257, 'latitude': -27.4726526}"
15 ALEXANDRA ESPLANADE,BELLERIVE,7018,TAS,AUSTRALIA,"{'longitude': 147.38566841, 'latitude': -42.87987686}"
83 CENTENARY ROAD,GOOMBUNGEE,4354,QLD,AUSTRALIA,"{'longitude': 151.83304471, 'latitude': -27.28061734}"
"UNIT 4, 640-644 WARRINGAH ROAD",FORESTVILLE,2087,NSW,AUSTRALIA,"{'longitude': 151.21358389, 'latitude': -33.75949394}"
102 CAIRNS STREET,CAIRNS NORTH,4870,QLD,AUSTRALIA,"{'longitude': 145.75771485, 'latitude': -16.90697456}"
14 PORTAL STREET,KELLYVILLE RIDGE,2155,NSW,AUSTRALIA,"{'longitude': 150.91529243, 'latitude': -33.70151335}"
"FLAT 3, 40 VALLEY STREET",OAKLEIGH SOUTH,3167,VIC,AUSTRALIA,"{'longitude': 145.10892185, 'latitude': -37.918459}"
10 HELEN COURT,DIAMOND CREEK,3089,VIC,AUSTRALIA,"{'longitude': 145.15623392, 'latitude': -37.67001885}"
"UNIT 1, 19-21 EMBANKMENT GROVE",CHELSEA,3196,VIC,AUSTRALIA,"{'longitude': 145.11734544, 'latitude': -38.04804185}"
18 EL PASO PLACE,ORANGE,2800,NSW,AUSTRALIA,"{'longitude': 149.08252533, 'latitude': -33.26885044}"
38 KIRSTEN DRIVE,GLASS HOUSE MOUNTAINS,4518,QLD,AUSTRALIA,"{'longitude': 152.94962145, 'latitude': -26.90028473}"
10 AVOCA STREET,LINDISFARNE,7015,TAS,AUSTRALIA,"{'longitude': 147.370632, 'latitude': -42.85122634}"
103 KURANDA HEIGHTS ROAD,KURANDA,4881,QLD,AUSTRALIA,"{'longitude': 145.62706966, 'latitude': -16.81445994}"
68A BAYVIEW AVENUE,EARLWOOD,2206,NSW,AUSTRALIA,"{'longitude': 151.14389063, 'latitude': -33.92566288}"
11 DUNN STREET,NORTH ADELAIDE,5006,SA,AUSTRALIA,"{'longitude': 138.60889487, 'latitude': -34.90734027}"
18 LYRIC DRIVE,MAMBOURIN,3024,VIC,AUSTRALIA,"{'longitude': 144.59753437, 'latitude': -37.89078337}"
6 GRIFFITH STREET,ENDEAVOUR HILLS,3802,VIC,AUSTRALIA,"{'longitude': 145.24105687, 'latitude': -37.97559086}"
6 CUMBERLAND CRESCENT,HUNTFIELD HEIGHTS,5163,SA,AUSTRALIA,"{'longitude': 138.51676228, 'latitude': -35.15198898}"
15 ELDER STREET,MOONTA MINES,5558,SA,AUSTRALIA,"{'longitude': 137.60543383, 'latitude': -34.07742238}"
3 DENMAN ROAD,TREVALLYN,7250,TAS,AUSTRALIA,"{'longitude': 147.1186794, 'latitude': -41.43864005}"
7 CHADLEY COURT,CHERRYBROOK,2126,NSW,AUSTRALIA,"{'longitude': 151.04554337, 'latitude': -33.72969417}"
227 ALCOMIE ROAD,ALCOMIE,7330,TAS,AUSTRALIA,"{'longitude': 145.20358519, 'latitude': -40.94821813}"
1 TORPY AVENUE,SNUG,7054,TAS,AUSTRALIA,"{'longitude': 147.25658532, 'latitude': -43.06649848}"
9 JAMES COOK CRESCENT,ORANGE,2800,NSW,AUSTRALIA,"{'longitude': 149.08965129, 'latitude': -33.29463431}"
1A RACECOURSE ROAD,BRIGHTON,7030,TAS,AUSTRALIA,"{'longitude': 147.25175117, 'latitude': -42.69874349}"
47 OPUS DRIVE,ACTON PARK,7170,TAS,AUSTRALIA,"{'longitude': 147.48069985, 'latitude': -42.8639829}"
1 WOLARA AVENUE,GLENMORE PARK,2745,NSW,AUSTRALIA,"{'longitude': 150.68206968, 'latitude': -33.78194635}"
"UNIT 5, 384A-388 RAILWAY PARADE",CARLTON,2218,NSW,AUSTRALIA,"{'longitude': 151.12090484, 'latitude': -33.96948551}"
15 MIDDLE COURT,THOMASTOWN,3074,VIC,AUSTRALIA,"{'longitude': 145.03971894, 'latitude': -37.68612884}"
"UNIT 104, 60 ENDEAVOUR BOULEVARD",NORTH LAKES,4509,QLD,AUSTRALIA,"{'longitude': 153.01333545, 'latitude': -27.23656726}"
"UNIT 63, 87-91 CAMPBELL STREET",LIVERPOOL,2170,NSW,AUSTRALIA,"{'longitude': 150.92169339, 'latitude': -33.91721973}"
120 HOLT AVENUE,MOSMAN,2088,NSW,AUSTRALIA,"{'longitude': 151.23035256, 'latitude': -33.8311747}"
6008 THE LAKES DRIVE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.34572418, 'latitude': -27.87387848}"
46 PARK ROAD,KENSINGTON PARK,5068,SA,AUSTRALIA,"{'longitude': 138.65652149, 'latitude': -34.92348927}"
242 MARRICKVILLE ROAD,MARRICKVILLE,2204,NSW,AUSTRALIA,"{'longitude': 151.15827362, 'latitude': -33.91168322}"
20 GLENELL STREET,BLAXLAND,2774,NSW,AUSTRALIA,"{'longitude': 150.61705378, 'latitude': -33.75228831}"
5 LEGEND DRIVE,ADARE,4343,QLD,AUSTRALIA,"{'longitude': 152.3166818, 'latitude': -27.50141358}"
60 BRUNSWICK STREET,GRANVILLE,2142,NSW,AUSTRALIA,"{'longitude': 151.00112153, 'latitude': -33.83976183}"
125 THURK STREET,RENMARK,5341,SA,AUSTRALIA,"{'longitude': 140.74338349, 'latitude': -34.17223027}"
54 JOAN STREET,TOWNVIEW,4825,QLD,AUSTRALIA,"{'longitude': 139.5020509, 'latitude': -20.73173784}"
24 BLACKBUTT STREET,WYOMING,2250,NSW,AUSTRALIA,"{'longitude': 151.36955891, 'latitude': -33.40964186}"
22 DRURY STREET,WILLASTON,5118,SA,AUSTRALIA,"{'longitude': 138.74484825, 'latitude': -34.58889947}"
"UNIT 2, 22 ALFRED STREET",MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43802181, 'latitude': -28.04967665}"
100 GAMBAN ROAD,GWANDALAN,2259,NSW,AUSTRALIA,"{'longitude': 151.58941092, 'latitude': -33.14484047}"
4 ULLARA COURT,FRANKSTON,3199,VIC,AUSTRALIA,"{'longitude': 145.16843775, 'latitude': -38.13401821}"
12 YOORAMI ROAD,BEVERLY HILLS,2209,NSW,AUSTRALIA,"{'longitude': 151.08365947, 'latitude': -33.94359751}"
36 STEADFIELD CIRCUIT,MELTON SOUTH,3338,VIC,AUSTRALIA,"{'longitude': 144.57522489, 'latitude': -37.71475212}"
5 CARLOS COURT,SHEPPARTON,3630,VIC,AUSTRALIA,"{'longitude': 145.38771898, 'latitude': -36.35996009}"
"UNIT 8, 2 NORTH STREET",GOLDEN BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.12071605, 'latitude': -26.80604963}"
110 HOSPITAL ROAD,EMERALD,4720,QLD,AUSTRALIA,"{'longitude': 148.15637384, 'latitude': -23.51264911}"
13 DARVELL COURT,GREENVALE,3059,VIC,AUSTRALIA,"{'longitude': 144.90444996, 'latitude': -37.65164283}"
5 ANTHONY COURT,SEAFORD,3198,VIC,AUSTRALIA,"{'longitude': 145.13503187, 'latitude': -38.10843085}"
7 RUTLAND AVENUE,TEMPLESTOWE,3106,VIC,AUSTRALIA,"{'longitude': 145.14210191, 'latitude': -37.75741385}"
10 PERTH AVENUE,ALBION,3020,VIC,AUSTRALIA,"{'longitude': 144.81507897, 'latitude': -37.77881883}"
16 CASUARINA AVENUE,TARANGANBA,4703,QLD,AUSTRALIA,"{'longitude': 150.75149004, 'latitude': -23.14766617}"
"UNIT 1, 16 TRACKSON STREET",ALDERLEY,4051,QLD,AUSTRALIA,"{'longitude': 153.00340193, 'latitude': -27.42952042}"
40 VERT AVENUE,NARRE WARREN SOUTH,3805,VIC,AUSTRALIA,"{'longitude': 145.31814223, 'latitude': -38.07020877}"
15 THORPE STREET,NEWPORT,3015,VIC,AUSTRALIA,"{'longitude': 144.86461341, 'latitude': -37.84629329}"
32 SHANAHANS DRIVE,CRANBOURNE NORTH,3977,VIC,AUSTRALIA,"{'longitude': 145.32508933, 'latitude': -38.07621871}"
1 JASPER STREET,MAREEBA,4880,QLD,AUSTRALIA,"{'longitude': 145.41555116, 'latitude': -16.99332107}"
14 HAWKHURST COURT,MURRUMBA DOWNS,4503,QLD,AUSTRALIA,"{'longitude': 153.00620889, 'latitude': -27.27361738}"
"UNIT 5, 2 BURTON STREET",RANDWICK,2031,NSW,AUSTRALIA,"{'longitude': 151.23860958, 'latitude': -33.90787099}"
25 ORCHARD PLACE,GLENWOOD,2768,NSW,AUSTRALIA,"{'longitude': 150.93118456, 'latitude': -33.72588209}"
390 RODE ROAD,CHERMSIDE,4032,QLD,AUSTRALIA,"{'longitude': 153.03353052, 'latitude': -27.39403167}"
228 EASTBOURNE ROAD,ROSEBUD,3939,VIC,AUSTRALIA,"{'longitude': 144.90193289, 'latitude': -38.36759684}"
35 EMMALINE DRIVE,MAIDEN GULLY,3551,VIC,AUSTRALIA,"{'longitude': 144.19090395, 'latitude': -36.74542415}"
"UNIT 2, 17 ALMA STREET",ROCKHAMPTON CITY,4700,QLD,AUSTRALIA,"{'longitude': 150.50602419, 'latitude': -23.37185378}"
83 MOORE STREET,COBURG,3058,VIC,AUSTRALIA,"{'longitude': 144.97370894, 'latitude': -37.75452884}"
43 TEHAN AVENUE,KYABRAM,3620,VIC,AUSTRALIA,"{'longitude': 145.03523382, 'latitude': -36.31893279}"
22 BARRALLIER DRIVE,MARSDEN PARK,2765,NSW,AUSTRALIA,"{'longitude': 150.81070396, 'latitude': -33.69392816}"
11 LOUISE STREET,LALOR,3075,VIC,AUSTRALIA,"{'longitude': 145.02847294, 'latitude': -37.66947484}"
6 NAUTILUS DRIVE,INNES PARK,4670,QLD,AUSTRALIA,"{'longitude': 152.45842534, 'latitude': -24.86812856}"
9 BECKETT CRESCENT,CAROLINE SPRINGS,3023,VIC,AUSTRALIA,"{'longitude': 144.74366192, 'latitude': -37.72694197}"
2 SILVER STREET,SUNNY CORNER,2795,NSW,AUSTRALIA,"{'longitude': 149.88896717, 'latitude': -33.38538631}"
549 SMYTHESDALE-SNAKE VALLEY ROAD,HILLCREST,3351,VIC,AUSTRALIA,"{'longitude': 143.6346241, 'latitude': -37.61930723}"
2-6 KIRSTY COURT,CABOOLTURE,4510,QLD,AUSTRALIA,"{'longitude': 152.94618069, 'latitude': -27.05703852}"
"UNIT 1, 1A SPENCER ROAD",KILLARA,2071,NSW,AUSTRALIA,"{'longitude': 151.15652617, 'latitude': -33.76525704}"
6 STEPHEN STREET,HASTINGS,3915,VIC,AUSTRALIA,"{'longitude': 145.17876585, 'latitude': -38.30064786}"
157 KINGSTON BOULEVARD,HOPPERS CROSSING,3029,VIC,AUSTRALIA,"{'longitude': 144.71191898, 'latitude': -37.85688082}"
16 ADLEY COURT,VERMONT SOUTH,3133,VIC,AUSTRALIA,"{'longitude': 145.1722259, 'latitude': -37.85284485}"
11 AIRD COURT,HIGHLAND PARK,4211,QLD,AUSTRALIA,"{'longitude': 153.3348459, 'latitude': -28.00984395}"
"UNIT 703, 80 ALFRED STREET SOUTH",MILSONS POINT,2061,NSW,AUSTRALIA,"{'longitude': 151.21111324, 'latitude': -33.84623736}"
52 LEWERS STREET,BELMONT,2280,NSW,AUSTRALIA,"{'longitude': 151.6471726, 'latitude': -33.02739324}"
"UNIT 2012, 3 YARRA STREET",SOUTH YARRA,3141,VIC,AUSTRALIA,"{'longitude': 144.99283392, 'latitude': -37.83816029}"
16 DOMINION ROAD,MOUNT MARTHA,3934,VIC,AUSTRALIA,"{'longitude': 145.01254288, 'latitude': -38.27005984}"
26 KARLY STREET,LEOPOLD,3224,VIC,AUSTRALIA,"{'longitude': 144.46350069, 'latitude': -38.18412537}"
304 SETTLEMENT ROAD,COWES,3922,VIC,AUSTRALIA,"{'longitude': 145.22905562, 'latitude': -38.45596466}"
31 MALAYA ROAD,PUCKAPUNYAL,3662,VIC,AUSTRALIA,"{'longitude': 145.03567145, 'latitude': -36.99983561}"
76 WILLIAM STREET,COBRAM,3644,VIC,AUSTRALIA,"{'longitude': 145.65095341, 'latitude': -35.92338094}"
58 WOODCOURT ROAD,BEROWRA HEIGHTS,2082,NSW,AUSTRALIA,"{'longitude': 151.14041173, 'latitude': -33.6100912}"
4 LYCETTE STREET,BELMONT,4153,QLD,AUSTRALIA,"{'longitude': 153.12585761, 'latitude': -27.49132962}"
6 SKYE CLOSE,TERRANORA,2486,NSW,AUSTRALIA,"{'longitude': 153.49269112, 'latitude': -28.24024296}"
217 BOLITHO ROAD,KYABRAM,3620,VIC,AUSTRALIA,"{'longitude': 145.06814724, 'latitude': -36.3175523}"
18 SOMERSET STREET,AVONDALE HEIGHTS,3034,VIC,AUSTRALIA,"{'longitude': 144.85964996, 'latitude': -37.76164983}"
75 YARRAMUNDI DRIVE,CLIFTON SPRINGS,3222,VIC,AUSTRALIA,"{'longitude': 144.55997382, 'latitude': -38.16092693}"
32 WATTLE GREEN PLACE,NARELLAN VALE,2567,NSW,AUSTRALIA,"{'longitude': 150.74448498, 'latitude': -34.04656175}"
20 GREENHILLS DRIVE,GOONELLABAH,2480,NSW,AUSTRALIA,"{'longitude': 153.34639738, 'latitude': -28.80850531}"
"UNIT 1801, 33 T E PETERS DRIVE",BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.42618123, 'latitude': -28.02671739}"
5 STURT COURT,WYE RIVER,3234,VIC,AUSTRALIA,"{'longitude': 143.89227942, 'latitude': -38.64076094}"
36 MURRALONG AVENUE,FIVE DOCK,2046,NSW,AUSTRALIA,"{'longitude': 151.12947629, 'latitude': -33.87127407}"
"UNIT 5, 124 VICTORIA PARADE",ROCKHAMPTON CITY,4700,QLD,AUSTRALIA,"{'longitude': 150.51192971, 'latitude': -23.37520113}"
80 CARDIGAN STREET,AUBURN,2144,NSW,AUSTRALIA,"{'longitude': 151.02195716, 'latitude': -33.84747488}"
64 CLOSETTE CIRCUIT,TARNEIT,3029,VIC,AUSTRALIA,"{'longitude': 144.65791029, 'latitude': -37.81700231}"
6 SHANNON STREET,WOODRIDGE,4114,QLD,AUSTRALIA,"{'longitude': 153.10018829, 'latitude': -27.62503573}"
"UNIT 8, 198 GEORGE STREET",BUNDABERG WEST,4670,QLD,AUSTRALIA,"{'longitude': 152.33673246, 'latitude': -24.87634108}"
31-33 CENTENARY PLACE,LOGAN VILLAGE,4207,QLD,AUSTRALIA,"{'longitude': 153.1090496, 'latitude': -27.76850656}"
49 THOMPSON STREET,AVONDALE HEIGHTS,3034,VIC,AUSTRALIA,"{'longitude': 144.85484996, 'latitude': -37.76159883}"
130 SHAFTSBURY STREET,COBURG,3058,VIC,AUSTRALIA,"{'longitude': 144.95598095, 'latitude': -37.74458984}"
20 ROTTNESS DRIVE,ARMSTRONG CREEK,3217,VIC,AUSTRALIA,"{'longitude': 144.36168648, 'latitude': -38.24225556}"
146 MERIDIAN DRIVE,SOUTH MORANG,3752,VIC,AUSTRALIA,"{'longitude': 145.06469979, 'latitude': -37.6222203}"
14 IRONS COURT,EPPING,3076,VIC,AUSTRALIA,"{'longitude': 145.05279694, 'latitude': -37.64195084}"
4 PROGRESS ROAD,ELTHAM NORTH,3095,VIC,AUSTRALIA,"{'longitude': 145.12861192, 'latitude': -37.70216285}"
13 GOLDEN AVENUE,CALAMVALE,4116,QLD,AUSTRALIA,"{'longitude': 153.05676096, 'latitude': -27.62637314}"
138 WALLACE STREET,MACKSVILLE,2447,NSW,AUSTRALIA,"{'longitude': 152.91476393, 'latitude': -30.71629422}"
8 BARON ROAD,THORNHILL PARK,3335,VIC,AUSTRALIA,"{'longitude': 144.6223563, 'latitude': -37.71732555}"
12 ACACIA CIRCUIT,HUNTERVIEW,2330,NSW,AUSTRALIA,"{'longitude': 151.17162955, 'latitude': -32.54656608}"
38 KARINGAL AVENUE,BILAMBIL HEIGHTS,2486,NSW,AUSTRALIA,"{'longitude': 153.49340698, 'latitude': -28.20059101}"
305 THE PARK DRIVE,SANCTUARY POINT,2540,NSW,AUSTRALIA,"{'longitude': 150.63474394, 'latitude': -35.09524408}"
"UNIT 1, 30 GLADY STREET",INNISFAIL,4860,QLD,AUSTRALIA,"{'longitude': 146.02669394, 'latitude': -17.52465111}"
44 PRIMROSE AVENUE,RYDALMERE,2116,NSW,AUSTRALIA,"{'longitude': 151.0502603, 'latitude': -33.81736742}"
"UNIT 1, 25A HEALY STREET",SOUTH TOOWOOMBA,4350,QLD,AUSTRALIA,"{'longitude': 151.94792735, 'latitude': -27.57622988}"
"UNIT 6, 9C WEYBURN PLACE",AVONDALE HEIGHTS,3034,VIC,AUSTRALIA,"{'longitude': 144.86963796, 'latitude': -37.75977983}"
14 BELMONT AVENUE,KEILOR DOWNS,3038,VIC,AUSTRALIA,"{'longitude': 144.79944697, 'latitude': -37.72357383}"
11 MOCKINGBIRD STREET,TARNEIT,3029,VIC,AUSTRALIA,"{'longitude': 144.67001318, 'latitude': -37.83350337}"
13 WILLOWBANK ROAD,FITZROY NORTH,3068,VIC,AUSTRALIA,"{'longitude': 144.98478994, 'latitude': -37.77492384}"
24 CARIBBEAN CIRCUIT,CLYDE,3978,VIC,AUSTRALIA,"{'longitude': 145.34864699, 'latitude': -38.12237447}"
43 BURFORD WAY,CRANBOURNE NORTH,3977,VIC,AUSTRALIA,"{'longitude': 145.32449532, 'latitude': -38.0828211}"
17 BONNER STREET,LLOYD,2650,NSW,AUSTRALIA,"{'longitude': 147.33379205, 'latitude': -35.1532163}"
5 QUANDONG CRESCENT,ARANA HILLS,4054,QLD,AUSTRALIA,"{'longitude': 152.96149686, 'latitude': -27.38189813}"
14 KERR ROAD,INGLEBURN,2565,NSW,AUSTRALIA,"{'longitude': 150.86943445, 'latitude': -33.99207395}"
19 MIDDLETON CRESCENT,BIDWILL,2770,NSW,AUSTRALIA,"{'longitude': 150.8144972, 'latitude': -33.73155909}"
3 RATTAN COURT,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.45337969, 'latitude': -28.11918135}"
"UNIT 3, 45A BUTCHER STREET",STRATHDALE,3550,VIC,AUSTRALIA,"{'longitude': 144.31979272, 'latitude': -36.77530164}"
43 HALE ROAD,MOSMAN,2088,NSW,AUSTRALIA,"{'longitude': 151.23398272, 'latitude': -33.82281173}"
3 ANCONA STREET,ROCHEDALE SOUTH,4123,QLD,AUSTRALIA,"{'longitude': 153.13995782, 'latitude': -27.5963958}"
22 THE HIGHWAY,BENTLEIGH,3204,VIC,AUSTRALIA,"{'longitude': 145.04642191, 'latitude': -37.91726884}"
44 ELDERBERRY AVENUE,BENTLEY PARK,4869,QLD,AUSTRALIA,"{'longitude': 145.71664816, 'latitude': -17.00269543}"
30 CORNWELL CRESCENT,CRANBOURNE EAST,3977,VIC,AUSTRALIA,"{'longitude': 145.29783185, 'latitude': -38.09699686}"
22 ADELONG WAY,BACCHUS MARSH,3340,VIC,AUSTRALIA,"{'longitude': 144.41953147, 'latitude': -37.67797337}"
38 BUTTENSHAW PLACE,AUSTINMER,2515,NSW,AUSTRALIA,"{'longitude': 150.93088885, 'latitude': -34.30060289}"
48 EAGLEVIEW WAY,CRAIGIEBURN,3064,VIC,AUSTRALIA,"{'longitude': 144.93066922, 'latitude': -37.57347448}"
5 KINGS COURT,POINT LONSDALE,3225,VIC,AUSTRALIA,"{'longitude': 144.61365734, 'latitude': -38.26953242}"
4 WARATAH AVENUE,LAKE GRACE,6353,WA,AUSTRALIA,"{'longitude': 118.4728004, 'latitude': -33.10097648}"
12A THE ESPLANADE,CLIFTON HILL,3068,VIC,AUSTRALIA,"{'longitude': 145.00555404, 'latitude': -37.78816262}"
