line_1,suburb,postal_code,state,country,location
20 VAUTIN WAY,EAGLEBY,4207,QLD,AUSTRALIA,"{'longitude': 153.21694973, 'latitude': -27.6918877}"
2 GALLOWAY COURT,HIGHTON,3216,VIC,AUSTRALIA,"{'longitude': 144.30637277, 'latitude': -38.164272}"
36 CRANBROOK PARK ROAD,LITTLE HARTLEY,2790,NSW,AUSTRALIA,"{'longitude': 150.20291752, 'latitude': -33.58540535}"
59 WEBSTER STREET,ALEXANDRA,3714,VIC,AUSTRALIA,"{'longitude': 145.71320128, 'latitude': -37.19667147}"
"UNIT 4, 241 MORAY STREET",NEW FARM,4005,QLD,AUSTRALIA,"{'longitude': 153.04587364, 'latitude': -27.47259136}"
7 SUSMANN COURT,ALTONA MEADOWS,3028,VIC,AUSTRALIA,"{'longitude': 144.78284496, 'latitude': -37.87599083}"
16 BURSARIA STREET,PEREGIAN BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.09124333, 'latitude': -26.46058031}"
"UNIT 307, 12 ALBERT STREET",HAWTHORN EAST,3123,VIC,AUSTRALIA,"{'longitude': 145.04841384, 'latitude': -37.82345907}"
8 SPARKS COURT,BOTANIC RIDGE,3977,VIC,AUSTRALIA,"{'longitude': 145.2551354, 'latitude': -38.13798877}"
2 JETTY LANE,MARIBYRNONG,3032,VIC,AUSTRALIA,"{'longitude': 144.8983127, 'latitude': -37.78618822}"
"UNIT 19, 42 BOARDWALK BOULEVARD",MOUNT COOLUM,4573,QLD,AUSTRALIA,"{'longitude': 153.09394616, 'latitude': -26.57179219}"
28 INVERNESS STREET,ENDEAVOUR HILLS,3802,VIC,AUSTRALIA,"{'longitude': 145.26700387, 'latitude': -37.96439586}"
7 MOUNT PLEASANT ROAD,BEGA,2550,NSW,AUSTRALIA,"{'longitude': 149.81982938, 'latitude': -36.66057019}"
88 SPRINGLAKE AVENUE,CAROLINE SPRINGS,3023,VIC,AUSTRALIA,"{'longitude': 144.73157098, 'latitude': -37.74937782}"
"UNIT 3, 20 WERAMBIE STREET",TOORMINA,2452,NSW,AUSTRALIA,"{'longitude': 153.09728325, 'latitude': -30.35459978}"
35 WILTSHIRE DRIVE,KEW,3101,VIC,AUSTRALIA,"{'longitude': 145.02241716, 'latitude': -37.79535947}"
565 LONDON HILL ROAD,BECKOM,2665,NSW,AUSTRALIA,"{'longitude': 146.94324961, 'latitude': -34.40006902}"
288 GOSS ROAD,UDUC,6220,WA,AUSTRALIA,"{'longitude': 115.7670408, 'latitude': -33.02491662}"
5 BALZER CLOSE,WHITFIELD,4870,QLD,AUSTRALIA,"{'longitude': 145.7273325, 'latitude': -16.90352309}"
9 THIRD AVENUE NORTH,NARROMINE,2821,NSW,AUSTRALIA,"{'longitude': 148.23941373, 'latitude': -32.22714168}"
47 HARBOUR RISE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37069385, 'latitude': -27.87140552}"
184 LLOYD STREET,STRATHDALE,3550,VIC,AUSTRALIA,"{'longitude': 144.31148194, 'latitude': -36.75459022}"
"VILLA 411, 118 BELLFLOWER ROAD",SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.04945912, 'latitude': -26.72523944}"
"UNIT 401, 23 JUDD STREET",CRONULLA,2230,NSW,AUSTRALIA,"{'longitude': 151.15119567, 'latitude': -34.04639793}"
40 WARRIMOO DRIVE,QUAKERS HILL,2763,NSW,AUSTRALIA,"{'longitude': 150.89095293, 'latitude': -33.73808068}"
15 MELISSA STREET,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.30124199, 'latitude': -27.85595515}"
7 KESTRAL STREET,WITHERS,6230,WA,AUSTRALIA,"{'longitude': 115.63801085, 'latitude': -33.36199663}"
"UNIT 1, 9 NARRUNG WAY",NOLLAMARA,6061,WA,AUSTRALIA,"{'longitude': 115.84844313, 'latitude': -31.88558169}"
5 SCHOOLHOUSE LANE,MORANDING,3764,VIC,AUSTRALIA,"{'longitude': 144.93444034, 'latitude': -37.23562062}"
"UNIT 1, 73-75 STAFFORD STREET",KINGSWOOD,2747,NSW,AUSTRALIA,"{'longitude': 150.71183148, 'latitude': -33.76237315}"
418 CASTLEMAINE-MALDON ROAD,MUCKLEFORD,3451,VIC,AUSTRALIA,"{'longitude': 144.13458296, 'latitude': -37.04505341}"
58 DUNDEBAR ROAD,WANNEROO,6065,WA,AUSTRALIA,"{'longitude': 115.8087407, 'latitude': -31.75058661}"
66 BEETHOVEN DRIVE,NARRE WARREN SOUTH,3805,VIC,AUSTRALIA,"{'longitude': 145.28963718, 'latitude': -38.06736016}"
"UNIT 7, 28 FULTON STREET",ST KILDA EAST,3183,VIC,AUSTRALIA,"{'longitude': 145.00004993, 'latitude': -37.86113884}"
17 HADFIELD CIRCUIT,CLIFTLEIGH,2321,NSW,AUSTRALIA,"{'longitude': 151.5105797, 'latitude': -32.79337727}"
52 BOLINDA STREET,BUSBY,2168,NSW,AUSTRALIA,"{'longitude': 150.87744654, 'latitude': -33.90506012}"
24 PANORAMA DRIVE,CAPE WOOLAMAI,3925,VIC,AUSTRALIA,"{'longitude': 145.33797543, 'latitude': -38.52292116}"
26 SALVIA AVENUE,PAKENHAM,3810,VIC,AUSTRALIA,"{'longitude': 145.46083705, 'latitude': -38.08515285}"
"UNIT 2, 80 BAY VIEW CRESCENT",DUNSBOROUGH,6281,WA,AUSTRALIA,"{'longitude': 115.10545346, 'latitude': -33.6040071}"
"UNIT 2, 43 RANDALL AVENUE",EDITHVALE,3196,VIC,AUSTRALIA,"{'longitude': 145.12257188, 'latitude': -38.03991177}"
"UNIT 6, 15 BLUERISE COVE",FALCON,6210,WA,AUSTRALIA,"{'longitude': 115.66489979, 'latitude': -32.58621023}"
4 MALLEE COURT,THURGOONA,2640,NSW,AUSTRALIA,"{'longitude': 146.97824552, 'latitude': -36.04778867}"
14 COES CREEK ROAD,BURNSIDE,4560,QLD,AUSTRALIA,"{'longitude': 152.95011271, 'latitude': -26.63520738}"
46 WYONG ROAD,MOSMAN,2088,NSW,AUSTRALIA,"{'longitude': 151.23461935, 'latitude': -33.81892734}"
17 VINEGAR HILL ROAD,KELLYVILLE RIDGE,2155,NSW,AUSTRALIA,"{'longitude': 150.92371514, 'latitude': -33.70000009}"
31 DOROTHY STREET,ASHFIELD,6054,WA,AUSTRALIA,"{'longitude': 115.93907069, 'latitude': -31.9171766}"
"UNIT 62, 309 HARBORNE STREET",GLENDALOUGH,6016,WA,AUSTRALIA,"{'longitude': 115.81839883, 'latitude': -31.91892192}"
5A DONALD STREET,BLACKBURN SOUTH,3130,VIC,AUSTRALIA,"{'longitude': 145.1437359, 'latitude': -37.83229785}"
24 ELDER STREET,BLACKBURN,3130,VIC,AUSTRALIA,"{'longitude': 145.1610639, 'latitude': -37.81535285}"
254 DUKE STREET WEST,NORTHAM,6401,WA,AUSTRALIA,"{'longitude': 116.65983276, 'latitude': -31.66471385}"
57 BROSNAN ROAD,BENTLEIGH EAST,3165,VIC,AUSTRALIA,"{'longitude': 145.06879791, 'latitude': -37.93289485}"
"UNIT 2, 17 ADELAIDE STREET",CLAYFIELD,4011,QLD,AUSTRALIA,"{'longitude': 153.04784358, 'latitude': -27.42129039}"
34 AVONWOOD AVENUE,WYNDHAM VALE,3024,VIC,AUSTRALIA,"{'longitude': 144.60904397, 'latitude': -37.89142976}"
"UNIT 401, 2 EAST QUAY DRIVE",BIGGERA WATERS,4216,QLD,AUSTRALIA,"{'longitude': 153.38486898, 'latitude': -27.92800544}"
5A MOORES ROAD,RIDDELLS CREEK,3431,VIC,AUSTRALIA,"{'longitude': 144.67701539, 'latitude': -37.44946443}"
154 NAPIER STREET,STAWELL,3380,VIC,AUSTRALIA,"{'longitude': 142.79171159, 'latitude': -37.06779443}"
18 SONGLARK CRESCENT,CARRUM DOWNS,3201,VIC,AUSTRALIA,"{'longitude': 145.19466496, 'latitude': -38.0993716}"
"UNIT 8, 32 ESPLANADE BULCOCK BEACH",CALOUNDRA,4551,QLD,AUSTRALIA,"{'longitude': 153.13092955, 'latitude': -26.80596418}"
"UNIT 1, 35 BOOTH STREET",ANNANDALE,2038,NSW,AUSTRALIA,"{'longitude': 151.17378746, 'latitude': -33.88225327}"
36 BARLEYCORN BEND,ARMSTRONG CREEK,3217,VIC,AUSTRALIA,"{'longitude': 144.37280914, 'latitude': -38.23522156}"
18 LOVERIDGE STREET,OUYEN,3490,VIC,AUSTRALIA,"{'longitude': 142.31503487, 'latitude': -35.06211099}"
45 ALLANDALE ROAD,CESSNOCK,2325,NSW,AUSTRALIA,"{'longitude': 151.35384313, 'latitude': -32.82696313}"
42 KEIDGES ROAD,BELLBIRD PARK,4300,QLD,AUSTRALIA,"{'longitude': 152.87159346, 'latitude': -27.65152875}"
"UNIT 2, 85 PARK ROAD",ELTHAM,3095,VIC,AUSTRALIA,"{'longitude': 145.16118561, 'latitude': -37.70457294}"
233-241 MOUNTAIN RIDGE ROAD,SOUTH MACLEAN,4280,QLD,AUSTRALIA,"{'longitude': 152.9701941, 'latitude': -27.78691212}"
8 TOWER HILL ROAD,DROMANA,3936,VIC,AUSTRALIA,"{'longitude': 144.95565288, 'latitude': -38.34296384}"
31 BALLADONIA DRIVE,ELLENBROOK,6069,WA,AUSTRALIA,"{'longitude': 115.97088068, 'latitude': -31.7798866}"
9 LENANE STREET,MOORA,6510,WA,AUSTRALIA,"{'longitude': 116.00178059, 'latitude': -30.64319659}"
9 PALM AVENUE,CAULFIELD NORTH,3161,VIC,AUSTRALIA,"{'longitude': 145.01317592, 'latitude': -37.86295684}"
"UNIT 4, 151 RAGLAN STREET",PRESTON,3072,VIC,AUSTRALIA,"{'longitude': 145.01386493, 'latitude': -37.75070984}"
"UNIT 1, 85 MORTIMORE STREET",BENTLEIGH,3204,VIC,AUSTRALIA,"{'longitude': 145.04738401, 'latitude': -37.92795111}"
76 LONDON ROAD,CLAYFIELD,4011,QLD,AUSTRALIA,"{'longitude': 153.05836893, 'latitude': -27.42073185}"
46 MARLBOROUGH ROAD,BERWICK,3806,VIC,AUSTRALIA,"{'longitude': 145.361428, 'latitude': -38.07434223}"
26 SLEDMERE AVENUE,COBRAM,3644,VIC,AUSTRALIA,"{'longitude': 145.65881299, 'latitude': -35.91806812}"
27 ILLOURA GROVE,KARANA DOWNS,4306,QLD,AUSTRALIA,"{'longitude': 152.82477915, 'latitude': -27.53557605}"
47 CAMPBELL STREET,WAKERLEY,4154,QLD,AUSTRALIA,"{'longitude': 153.14794695, 'latitude': -27.48305713}"
123A ATHOL STREET,PORT HEDLAND,6721,WA,AUSTRALIA,"{'longitude': 118.6287448, 'latitude': -20.30335101}"
3 BUNNY STREET,EVERTON PARK,4053,QLD,AUSTRALIA,"{'longitude': 152.99142465, 'latitude': -27.39571343}"
6 IKEWA STREET,MINGENEW,6522,WA,AUSTRALIA,"{'longitude': 115.44677844, 'latitude': -29.19291222}"
19 OAKLAND AVENUE,BAULKHAM HILLS,2153,NSW,AUSTRALIA,"{'longitude': 150.99856486, 'latitude': -33.76479851}"
16 LLOYD JONES DRIVE,SINGLETON HEIGHTS,2330,NSW,AUSTRALIA,"{'longitude': 151.16385151, 'latitude': -32.54305796}"
1404 BEAUFORT-CARRANBALLAC ROAD,STONELEIGH,3373,VIC,AUSTRALIA,"{'longitude': 143.22882556, 'latitude': -37.55778665}"
"VILLA 2, 103 EWEN STREET",DOUBLEVIEW,6018,WA,AUSTRALIA,"{'longitude': 115.77659369, 'latitude': -31.90004376}"
26 PICKWORTH DRIVE,ANGLESEA,3230,VIC,AUSTRALIA,"{'longitude': 144.16570311, 'latitude': -38.41351049}"
232 ST BRIGIDS TERRACE,DOUBLEVIEW,6018,WA,AUSTRALIA,"{'longitude': 115.78115108, 'latitude': -31.89683825}"
"UNIT 26, 23-25 VICAR STREET",COOGEE,2034,NSW,AUSTRALIA,"{'longitude': 151.2558676, 'latitude': -33.92198618}"
26 GEORGE STREET,BENTLEIGH EAST,3165,VIC,AUSTRALIA,"{'longitude': 145.05769391, 'latitude': -37.90951584}"
16 GAZE COURT,ARMADALE,6112,WA,AUSTRALIA,"{'longitude': 116.00632422, 'latitude': -32.13906806}"
38 SPRING ROAD,CAULFIELD SOUTH,3162,VIC,AUSTRALIA,"{'longitude': 145.02997192, 'latitude': -37.89940284}"
13 CROSBY AVENUE,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.3137021, 'latitude': -27.94517919}"
9 LIBERATION STREET,HARRISDALE,6112,WA,AUSTRALIA,"{'longitude': 115.93069299, 'latitude': -32.13021712}"
4 HUSSELBEE STREET,BLAXLAND,2774,NSW,AUSTRALIA,"{'longitude': 150.61338859, 'latitude': -33.7561427}"
28 MESSINA AVENUE,STIRLING,6021,WA,AUSTRALIA,"{'longitude': 115.81701116, 'latitude': -31.8957837}"
26 WAVELL STREET,BENTLEIGH,3204,VIC,AUSTRALIA,"{'longitude': 145.04513091, 'latitude': -37.91488584}"
10 LA BELLE COURT,TOCUMWAL,2714,NSW,AUSTRALIA,"{'longitude': 145.57375637, 'latitude': -35.82029812}"
7 PURCELL STREET,DOREEN,3754,VIC,AUSTRALIA,"{'longitude': 145.10714252, 'latitude': -37.61076533}"
24 MAREEBA CRESCENT,BAYSWATER,3153,VIC,AUSTRALIA,"{'longitude': 145.25514388, 'latitude': -37.85315786}"
2 KONRADS STREET,MORANBAH,4744,QLD,AUSTRALIA,"{'longitude': 148.04547905, 'latitude': -21.99562421}"
179 MELBOURNE ROAD,WILLIAMSTOWN,3016,VIC,AUSTRALIA,"{'longitude': 144.8895867, 'latitude': -37.85247874}"
31 FANTAIL CRESCENT,WILLIAMS LANDING,3027,VIC,AUSTRALIA,"{'longitude': 144.73559702, 'latitude': -37.85450462}"
3 WALLABY CIRCUIT,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.09616946, 'latitude': -26.83140433}"
1456 BURRAGORANG ROAD,OAKDALE,2570,NSW,AUSTRALIA,"{'longitude': 150.51606906, 'latitude': -34.07745221}"
7 JOE KOOYMAN DRIVE,BILOELA,4715,QLD,AUSTRALIA,"{'longitude': 150.51676492, 'latitude': -24.40620968}"
16 ECCLES STREET,SOUTH RIPLEY,4306,QLD,AUSTRALIA,"{'longitude': 152.81919416, 'latitude': -27.69893214}"
21 BRAMPTON CRESCENT,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10407969, 'latitude': -26.70314517}"
22 GANTER STREET,MOUNT MORGAN,4714,QLD,AUSTRALIA,"{'longitude': 150.393872, 'latitude': -23.6392222}"
27A REGENT AVENUE,MOUNT PLEASANT,6153,WA,AUSTRALIA,"{'longitude': 115.85429071, 'latitude': -32.04032661}"
98 MIDDLEBOROUGH ROAD,BLACKBURN SOUTH,3130,VIC,AUSTRALIA,"{'longitude': 145.1336599, 'latitude': -37.84615685}"
"UNIT 1, 36 MIDDLEFIELD DRIVE",BLACKBURN NORTH,3130,VIC,AUSTRALIA,"{'longitude': 145.15039291, 'latitude': -37.80168485}"
5 WALKER STREET,TURRELLA,2205,NSW,AUSTRALIA,"{'longitude': 151.14537667, 'latitude': -33.93099177}"
22 GRANDIFLORA GROVE,BUNDOORA,3083,VIC,AUSTRALIA,"{'longitude': 145.05683693, 'latitude': -37.68447884}"
"UNIT 2, 95 LENNOX STREET",RICHMOND,2753,NSW,AUSTRALIA,"{'longitude': 150.74997231, 'latitude': -33.59981904}"
114 LENNARD STREET,HERNE HILL,6056,WA,AUSTRALIA,"{'longitude': 116.01924067, 'latitude': -31.8361666}"
6 INKERMAN AVENUE,WOY WOY,2256,NSW,AUSTRALIA,"{'longitude': 151.32269098, 'latitude': -33.50590187}"
86 RODERICK STREET,MOFFAT BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13667487, 'latitude': -26.79000022}"
9 RITA COURT,BELL POST HILL,3215,VIC,AUSTRALIA,"{'longitude': 144.33044745, 'latitude': -38.11192059}"
18 METROPOLITAN AVENUE,CRAIGIEBURN,3064,VIC,AUSTRALIA,"{'longitude': 144.92962297, 'latitude': -37.58942983}"
5 NEERIM CLOSE,KALLANGUR,4503,QLD,AUSTRALIA,"{'longitude': 152.98410699, 'latitude': -27.24713645}"
36 DOWNES AVENUE,BRIGHTON,3186,VIC,AUSTRALIA,"{'longitude': 144.99794072, 'latitude': -37.90010954}"
1A STODART STREET,CAMBERWELL,3124,VIC,AUSTRALIA,"{'longitude': 145.06834383, 'latitude': -37.83486853}"
29A BUCKLEY STREET,DENMARK,6333,WA,AUSTRALIA,"{'longitude': 117.35094392, 'latitude': -34.96357043}"
60 SEVENTEENTH STREET,HOME HILL,4806,QLD,AUSTRALIA,"{'longitude': 147.40929669, 'latitude': -19.65293767}"
28 SEASHELL AVENUE,CAPE WOOLAMAI,3925,VIC,AUSTRALIA,"{'longitude': 145.33982409, 'latitude': -38.52719512}"
"UNIT 1, 17 BIRCH CRESCENT",EAST CORRIMAL,2518,NSW,AUSTRALIA,"{'longitude': 150.91920551, 'latitude': -34.37330208}"
46A BANTRY BAY ROAD,FRENCHS FOREST,2086,NSW,AUSTRALIA,"{'longitude': 151.23244265, 'latitude': -33.75269081}"
23 COLLEGE SQUARE,BACCHUS MARSH,3340,VIC,AUSTRALIA,"{'longitude': 144.42122619, 'latitude': -37.66780533}"
"UNIT 6, 32 KENT STREET",WEST GLADSTONE,4680,QLD,AUSTRALIA,"{'longitude': 151.24988701, 'latitude': -23.8479879}"
31 WALWORTH STREET,TINANA,4650,QLD,AUSTRALIA,"{'longitude': 152.67139235, 'latitude': -25.55220537}"
84 OFF LANE,SOUTH GLADSTONE,4680,QLD,AUSTRALIA,"{'longitude': 151.26524004, 'latitude': -23.85138825}"
35 KIRKWOOD STREET,CORRIGIN,6375,WA,AUSTRALIA,"{'longitude': 117.87874099, 'latitude': -32.32691523}"
46 COLIN STREET,CAMMERAY,2062,NSW,AUSTRALIA,"{'longitude': 151.21312152, 'latitude': -33.82018654}"
3 WILLS PLACE,PADBURY,6025,WA,AUSTRALIA,"{'longitude': 115.76462071, 'latitude': -31.80787661}"
2 GAYFER STREET,CORRIGIN,6375,WA,AUSTRALIA,"{'longitude': 117.87897882, 'latitude': -32.33097684}"
"UNIT 2, 23 WINBOURNE STREET",WEST RYDE,2114,NSW,AUSTRALIA,"{'longitude': 151.06932992, 'latitude': -33.80444064}"
98 ORMOND ROAD,CLAYTON,3168,VIC,AUSTRALIA,"{'longitude': 145.11175286, 'latitude': -37.92733579}"
9 OAKDALE ROAD,UPWEY,3158,VIC,AUSTRALIA,"{'longitude': 145.31457887, 'latitude': -37.90390586}"
19 CLARET AVENUE,MUSWELLBROOK,2333,NSW,AUSTRALIA,"{'longitude': 150.89875846, 'latitude': -32.25209168}"
10 TODD CLOSE,ARMIDALE,2350,NSW,AUSTRALIA,"{'longitude': 151.6437959, 'latitude': -30.52774826}"
27 ESME AVENUE,CHESTER HILL,2162,NSW,AUSTRALIA,"{'longitude': 151.00518863, 'latitude': -33.87836733}"
50 ALFRED STREET,KEW,3101,VIC,AUSTRALIA,"{'longitude': 145.05383777, 'latitude': -37.81103424}"
10 MARTINI WAY,TAPPING,6065,WA,AUSTRALIA,"{'longitude': 115.80252722, 'latitude': -31.72662004}"
"UNIT 2, 48 BELMORE ROAD",BALWYN,3103,VIC,AUSTRALIA,"{'longitude': 145.06861602, 'latitude': -37.80190067}"
509 MIZPAH SETTLEMENT ROAD,BULN BULN EAST,3821,VIC,AUSTRALIA,"{'longitude': 146.0286961, 'latitude': -38.05901792}"
119 CANTERBURY ROAD,TOORAK,3142,VIC,AUSTRALIA,"{'longitude': 145.01025241, 'latitude': -37.84318087}"
"UNIT 237, 2 BULL CREEK DRIVE",BULL CREEK,6149,WA,AUSTRALIA,"{'longitude': 115.85610217, 'latitude': -32.047984}"
20 BONNA ROAD,BRANYAN,4670,QLD,AUSTRALIA,"{'longitude': 152.28976941, 'latitude': -24.91918043}"
44 WALLACE STREET,COLAC,3250,VIC,AUSTRALIA,"{'longitude': 143.5977571, 'latitude': -38.3419545}"
9 DOUGHERTY STREET,YARRAM,3971,VIC,AUSTRALIA,"{'longitude': 146.6785222, 'latitude': -38.56624007}"
5 DARWINIA PLACE,GREENWOOD,6024,WA,AUSTRALIA,"{'longitude': 115.79518071, 'latitude': -31.83375661}"
19 DUKE STREET,MAFFRA,3860,VIC,AUSTRALIA,"{'longitude': 146.97305506, 'latitude': -37.96392228}"
61 MCLENNAN STREET,WOODY POINT,4019,QLD,AUSTRALIA,"{'longitude': 153.09630628, 'latitude': -27.25182535}"
9 KOORINGAL DRIVE,EAGLEHAWK,3556,VIC,AUSTRALIA,"{'longitude': 144.26216032, 'latitude': -36.70800089}"
"UNIT 206, 130 RACECOURSE ROAD",FLEMINGTON,3031,VIC,AUSTRALIA,"{'longitude': 144.93598151, 'latitude': -37.78753718}"
570 COLAC-LAVERS HILL ROAD,BARONGAROOK WEST,3249,VIC,AUSTRALIA,"{'longitude': 143.58269506, 'latitude': -38.41801815}"
27 NATHAN STREET,BRIGHTON,4017,QLD,AUSTRALIA,"{'longitude': 153.05595171, 'latitude': -27.30042639}"
65 CIVIC WAY,ORAN PARK,2570,NSW,AUSTRALIA,"{'longitude': 150.74953038, 'latitude': -33.99912634}"
11 EASTER CRESCENT,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.31949216, 'latitude': -27.94767213}"
15 BOXTHORN STREET,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.38857405, 'latitude': -27.99249168}"
25 HARBOURLIGHTS WAY,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.11105155, 'latitude': -26.83596754}"
"UNIT 1045, 123 CAVENDISH ROAD",COORPAROO,4151,QLD,AUSTRALIA,"{'longitude': 153.05708926, 'latitude': -27.49170743}"
105 BARSONS ROAD,MONTVILLE,4560,QLD,AUSTRALIA,"{'longitude': 152.90104868, 'latitude': -26.69095782}"
67 BOUNDARY ROAD,ST JAMES,6102,WA,AUSTRALIA,"{'longitude': 115.90818375, 'latitude': -32.00096489}"
19 MAJESTIC DRIVE,KIRWAN,4817,QLD,AUSTRALIA,"{'longitude': 146.71263292, 'latitude': -19.30604672}"
91 GREEVES STREET,FITZROY,3065,VIC,AUSTRALIA,"{'longitude': 144.98118794, 'latitude': -37.79999784}"
235 SCRUMLO ROAD,HEBDEN,2330,NSW,AUSTRALIA,"{'longitude': 151.04788914, 'latitude': -32.33531587}"
97 BARRY ROAD,THOMASTOWN,3074,VIC,AUSTRALIA,"{'longitude': 144.98996995, 'latitude': -37.67118584}"
"UNIT 3, 4 HILL STREET",BOX HILL SOUTH,3128,VIC,AUSTRALIA,"{'longitude': 145.12211856, 'latitude': -37.83262181}"
68 HALL ROAD,ELIMBAH,4516,QLD,AUSTRALIA,"{'longitude': 152.96970757, 'latitude': -27.03161045}"
24 CONSTANTINE AVENUE,ST ANDREWS BEACH,3941,VIC,AUSTRALIA,"{'longitude': 144.83440091, 'latitude': -38.42211293}"
"UNIT 2, 90 BRIGHTON AVENUE",TORONTO,2283,NSW,AUSTRALIA,"{'longitude': 151.59890935, 'latitude': -33.01652566}"
32B LANCELOT STREET,CONDELL PARK,2200,NSW,AUSTRALIA,"{'longitude': 151.01771206, 'latitude': -33.92317174}"
129 GIDYEA STREET,BARCALDINE,4725,QLD,AUSTRALIA,"{'longitude': 145.28209274, 'latitude': -23.55835909}"
"UNIT 2, 118 WATTLE AVENUE",CARRAMAR,2163,NSW,AUSTRALIA,"{'longitude': 150.96214106, 'latitude': -33.88482323}"
101 CINNAMON MEANDER,TWO ROCKS,6037,WA,AUSTRALIA,"{'longitude': 115.64886285, 'latitude': -31.4890257}"
"UNIT 2, 1 STADIUM DRIVE",FLOREAT,6014,WA,AUSTRALIA,"{'longitude': 115.78940044, 'latitude': -31.94750005}"
20 WHITE STREET,MOUNT HELENA,6082,WA,AUSTRALIA,"{'longitude': 116.21253065, 'latitude': -31.87113659}"
"UNIT 4, 1 TRINITY PLACE",ORANGE,2800,NSW,AUSTRALIA,"{'longitude': 149.08912084, 'latitude': -33.28571281}"
26 SUFFOLK STREET,CABOOLTURE SOUTH,4510,QLD,AUSTRALIA,"{'longitude': 152.93786955, 'latitude': -27.09454037}"
1A STEWART AVENUE,INVERLOCH,3996,VIC,AUSTRALIA,"{'longitude': 145.72940086, 'latitude': -38.62761361}"
50 LESTER STREET,EAGLEHAWK,3556,VIC,AUSTRALIA,"{'longitude': 144.24341601, 'latitude': -36.71024222}"
150 KENT STREET,MARYBOROUGH,4650,QLD,AUSTRALIA,"{'longitude': 152.71368473, 'latitude': -25.54661575}"
79 GRIBBLE AVENUE,ARMADALE,6112,WA,AUSTRALIA,"{'longitude': 115.99406527, 'latitude': -32.15368115}"
66 MOLUCCANA CRESCENT,ROPES CROSSING,2760,NSW,AUSTRALIA,"{'longitude': 150.78774311, 'latitude': -33.73133057}"
29 SALISBURY ROAD,BEECHBORO,6063,WA,AUSTRALIA,"{'longitude': 115.93291069, 'latitude': -31.8690366}"
146 GIBSON STREET,GOULBURN,2580,NSW,AUSTRALIA,"{'longitude': 149.72177987, 'latitude': -34.72812694}"
"UNIT 32, 149 DEVONSHIRE STREET",SURRY HILLS,2010,NSW,AUSTRALIA,"{'longitude': 151.20990668, 'latitude': -33.88757236}"
9 ACACIA ROAD,SEAFORTH,2092,NSW,AUSTRALIA,"{'longitude': 151.24042415, 'latitude': -33.79077878}"
31 VALENCIA CIRCUIT,CRANBOURNE,3977,VIC,AUSTRALIA,"{'longitude': 145.28501698, 'latitude': -38.09282917}"
134A RALEIGH STREET,CARLISLE,6101,WA,AUSTRALIA,"{'longitude': 115.9182207, 'latitude': -31.9839266}"
"UNIT 35, 12 SANDERS STREET",UPPER MOUNT GRAVATT,4122,QLD,AUSTRALIA,"{'longitude': 153.08185688, 'latitude': -27.55690149}"
"UNIT 2, 30 HIGHLANDS AVENUE",AIRPORT WEST,3042,VIC,AUSTRALIA,"{'longitude': 144.88147065, 'latitude': -37.72062298}"
"UNIT 8, 8-12 TAREN ROAD",CARINGBAH,2229,NSW,AUSTRALIA,"{'longitude': 151.11687671, 'latitude': -34.04083495}"
"UNIT 5, 8 BOLDREWOOD AVENUE",CASULA,2170,NSW,AUSTRALIA,"{'longitude': 150.90045329, 'latitude': -33.95560449}"
81 CAIRNS ROAD,GOODGER,4610,QLD,AUSTRALIA,"{'longitude': 151.79571096, 'latitude': -26.6205577}"
4 WESLEY PLACE,CHERRYBROOK,2126,NSW,AUSTRALIA,"{'longitude': 151.05523947, 'latitude': -33.71176916}"
4 DUFF PLACE,BOORAGOON,6154,WA,AUSTRALIA,"{'longitude': 115.83865072, 'latitude': -32.04473661}"
"UNIT 1, 43 NINETEENTH STREET",WARRAGAMBA,2752,NSW,AUSTRALIA,"{'longitude': 150.6030482, 'latitude': -33.89072477}"
62 PLUMER STREET,SHERWOOD,4075,QLD,AUSTRALIA,"{'longitude': 152.98552522, 'latitude': -27.52794985}"
16 MARX CRESCENT,ARARAT,3377,VIC,AUSTRALIA,"{'longitude': 142.93604304, 'latitude': -37.29283496}"
8 GREGORY STREET,WESTCOURT,4870,QLD,AUSTRALIA,"{'longitude': 145.76161316, 'latitude': -16.92616274}"
"UNIT 1, 19 GERARD STREET",EAST VICTORIA PARK,6101,WA,AUSTRALIA,"{'longitude': 115.9109407, 'latitude': -31.9884466}"
12 BURSILL COURT,WYNDHAM VALE,3024,VIC,AUSTRALIA,"{'longitude': 144.61485958, 'latitude': -37.89181161}"
115A CRAWFORD STREET,EAST CANNINGTON,6107,WA,AUSTRALIA,"{'longitude': 115.95942978, 'latitude': -32.01171142}"
